50137	-999
50431	-999
50445	-999
50524	-999
50525	-999
50526	-999
50566	-999
50646	-999
50647	-999
50655	-999
50659	-999
50673	-999
50674	-999
50741	-999
50749	-999
50750	-999
50755	-999
50767	-999
50772	-999
50775	-999
50776	-999
50778	-999
50779	-999
50787	-999
50832	-999
50833	-999
50842	-999
50851	-999
50852	-999
50858	-999
50859	-999
50861	-999
50867	-999
50871	-999
50878	-999
50879	-999
50880	-999
50884	-999
50892	-999
50913	-999
50924	-999
50928	-999
50934	-999
50937	-999
50939	-999
50940	-999
50946	-999
50954	-999
50956	-999
50958	-999
50960	-999
50962	-999
50964	-999
50965	-999
50971	-999
50979	-999
50985	-999
50987	-999
51058	-999
51137	-999
51145	-999
51328	-999
51329	-999
51352	-999
51353	-999
51356	-999
51357	-999
51359	-999
51369	-999
51377	-999
51378	-999
51430	-999
51434	-999
51435	-999
51436	-999
51438	-999
51465	-999
51468	-999
51482	-999
51559	-999
51568	-999
51571	-999
51572	-999
51627	-999
51629	-999
51636	-999
51707	-999
51708	-999
51717	-999
51722	-999
51747	-999
51802	-999
51814	-999
51815	-999
51826	-999
51827	-999
51829	-999
52343	-999
52441	-999
52515	-999
52557	-999
52575	-999
52607	-999
52643	-999
52656	-999
52745	-999
52784	-999
52788	-999
52842	-999
52853	-999
52855	-999
52862	-999
52863	-999
52869	-999
52874	-999
52875	-999
52885	-999
52896	-999
52957	-999
52963	-999
52968	-999
52972	-999
52978	-999
52980	-999
52982	-999
52985	-999
52988	-999
52993	-999
52995	-999
52998	-999
53272	-999
53289	-999
53324	-999
53337	-999
53343	-999
53348	-999
53357	-999
53367	-999
53368	-999
53378	-999
53384	-999
53385	-999
53392	-999
53397	-999
53419	-999
53420	-999
53433	-999
53455	-999
53457	-999
53464	-999
53466	-999
53467	-999
53469	-999
53472	-999
53475	-999
53481	-999
53483	-999
53484	-999
53486	-999
53488	-999
53491	-999
53492	-999
53498	-999
53499	-999
53505	-999
53512	-999
53517	-999
53518	-999
53522	-999
53533	-999
53545	-999
53547	-999
53553	-999
53562	-999
53565	-999
53567	-999
53573	-999
53574	-999
53575	-999
53576	-999
53577	-999
53579	-999
53580	-999
53582	-999
53584	-999
53585	-999
53590	-999
53596	-999
53599	-999
53610	-999
53611	-999
53617	-999
53618	-999
53619	-999
53644	-999
53658	-999
53659	-999
53660	-999
53662	-999
53665	-999
53666	-999
53669	-999
53674	-999
53676	-999
53677	-999
53678	-999
53679	-999
53680	-999
53681	-999
53682	-999
53685	-999
53688	-999
53689	-999
53690	-999
53691	-999
53692	-999
53693	-999
53694	-999
53695	-999
53696	-999
53697	-999
53699	-999
53707	-999
53727	-999
53730	-999
53732	-999
53748	-999
53750	-999
53751	-999
53753	-999
53756	-999
53757	-999
53759	-999
53760	-999
53763	-999
53767	-999
53768	-999
53769	-999
53770	-999
53771	-999
53773	-999
53774	-999
53776	-999
53777	-999
53778	-999
53780	-999
53781	-999
53782	-999
53783	-999
53784	-999
53785	-999
53786	-999
53788	-999
53789	-999
53790	-999
53791	-999
53792	-999
53794	-999
53795	-999
53796	-999
53797	-999
53799	-999
53829	-999
53832	-999
53841	-999
53848	-999
53850	-999
53852	-999
53856	-999
53857	-999
53860	-999
53861	-999
53862	-999
53864	-999
53865	-999
53866	-999
53869	-999
53871	-999
53872	-999
53873	-999
53874	-999
53875	-999
53878	-999
53879	-999
53880	-999
53881	-999
53883	-999
53885	-999
53886	-999
53887	-999
53888	-999
53889	-999
53890	-999
53891	-999
53892	-999
53893	-999
53894	-999
53895	-999
53896	-999
53897	-999
53899	-999
53906	-999
53908	-999
53914	-999
53916	-999
53917	-999
53924	-999
53925	-999
53926	-999
53927	-999
53928	-999
53930	-999
53931	-999
53934	-999
53935	-999
53937	-999
53938	-999
53941	-999
53944	-999
53945	-999
53947	-999
53949	-999
53950	-999
53953	-999
53954	-999
53956	-999
53957	-999
53958	-999
53961	-999
53962	-999
53964	-999
53965	-999
53966	-999
53967	-999
53970	-999
53972	-999
53973	-999
53974	-999
53976	-999
53978	-999
53979	-999
53980	-999
53981	-999
53982	-999
53983	-999
53984	-999
53985	-999
53987	-999
53988	-999
53989	-999
53991	-999
53992	-999
53993	-999
53994	-999
53995	-999
53996	-999
53997	-999
53998	-999
54024	-999
54031	-999
54039	-999
54047	-999
54065	-999
54069	-999
54072	-999
54076	-999
54080	-999
54092	-999
54093	-999
54098	-999
54099	-999
54113	-999
54117	-999
54122	-999
54132	-999
54154	-999
54156	-999
54164	-999
54169	-999
54172	-999
54187	-999
54192	-999
54204	-999
54205	-999
54214	-999
54223	-999
54225	-999
54231	-999
54234	-999
54244	-999
54245	-999
54248	-999
54249	-999
54252	-999
54261	-999
54267	-999
54274	-999
54287	-999
54290	-999
54291	-999
54293	-999
54301	-999
54304	-999
54305	-999
54313	-999
54316	-999
54318	-999
54319	-999
54320	-999
54321	-999
54323	-999
54325	-999
54327	-999
54328	-999
54330	-999
54331	-999
54332	-999
54336	-999
54338	-999
54340	-999
54345	-999
54347	-999
54348	-999
54362	-999
54371	-999
54398	-999
54399	-999
54404	-999
54408	-999
54410	-999
54412	-999
54419	-999
54420	-999
54421	-999
54424	-999
54425	-999
54428	-999
54430	-999
54431	-999
54432	-999
54433	-999
54434	-999
54437	-999
54438	-999
54439	-999
54453	-999
54474	-999
54475	-999
54483	-999
54494	-999
54499	-999
54501	-999
54502	-999
54503	-999
54505	-999
54506	-999
54507	-999
54510	-999
54512	-999
54513	-999
54514	-999
54515	-999
54517	-999
54519	-999
54520	-999
54521	-999
54522	-999
54523	-999
54528	-999
54530	-999
54531	-999
54532	-999
54533	-999
54535	-999
54540	-999
54541	-999
54568	-999
54569	-999
54575	-999
54590	-999
54594	-999
54596	-999
54597	-999
54601	-999
54603	-999
54604	-999
54605	-999
54607	-999
54608	-999
54609	-999
54610	-999
54611	-999
54612	-999
54613	-999
54614	-999
54615	-999
54616	-999
54617	-999
54619	-999
54620	-999
54621	-999
54622	-999
54626	-999
54627	-999
54628	-999
54631	-999
54632	-999
54633	-999
54636	-999
54640	-999
54644	-999
54645	-999
54646	-999
54700	-999
54701	-999
54702	-999
54703	-999
54704	-999
54706	-999
54707	-999
54708	-999
54709	-999
54710	-999
54711	-999
54712	-999
54713	-999
54714	-999
54716	-999
54717	-999
54718	-999
54719	-999
54722	-999
54723	-999
54724	-999
54726	-999
