	56543	-2.1645
	54337	-2.1362
	54231	-2.1304
	56158	-2.1131
	56567	-2.1126
	56251	-2.0439
	54234	-2.0438
	54096	-1.9748
	54455	-1.9186
	54236	-1.904
	54338	-1.8835
	56645	-1.8671
	56178	-1.8662
	56654	-1.8161
	54596	-1.8151
	54331	-1.8134
	54328	-1.8108
	54594	-1.8047
	56247	-1.7855
	54325	-1.7527
	54454	-1.7504
	54452	-1.726
	56838	-1.7212
	54425	-1.7147
	56950	-1.7136
	54049	-1.6991
	50953	-1.6971
	56533	-1.6876
	54225	-1.6784
	56854	-1.6699
	54333	-1.6658
	54420	-1.6618
	54334	-1.6568
	54321	-1.6474
	54142	-1.6196
	56263	-1.6167
	59320	-1.6059
	54336	-1.6057
	54135	-1.6023
	56946	-1.5997
	54535	-1.5983
	59312	-1.5754
	56444	-1.5753
	54226	-1.5736
	50937	-1.5711
	54248	-1.5652
	56839	-1.5642
	56646	-1.5603
	54513	-1.5594
	56223	-1.5513
	54134	-1.5503
	54332	-1.5497
	56641	-1.5127
	56745	-1.5094
	54528	-1.5065
	56652	-1.5063
	56565	-1.5029
	54505	-1.502
	54438	-1.4913
	59475	-1.4901
	54530	-1.4859
	54437	-1.483
	54436	-1.4805
	54539	-1.4749
	54623	-1.4639
	50955	-1.4627
	54514	-1.4525
	56651	-1.4291
	56835	-1.4285
	56228	-1.425
	54421	-1.4238
	56257	-1.4233
	54511	-1.4191
	56867	-1.4178
	54601	-1.3982
	50936	-1.3965
	56665	-1.3926
	56742	-1.3889
	56664	-1.3764
	54323	-1.3735
	56434	-1.3729
	56167	-1.3723
	50948	-1.3695
	56856	-1.3635
	54523	-1.3632
	54335	-1.3544
	54326	-1.3535
	54026	-1.3349
	56548	-1.3327
	54607	-1.3207
	53584	-1.316
	54432	-1.3157
	50945	-1.3132
	54237	-1.3131
	54483	-1.3104
	56168	-1.2984
	56459	-1.2879
	54541	-1.2877
	54605	-1.2867
	54518	-1.2851
	54470	-1.2827
	58714	-1.2777
	54419	-1.2769
	56571	-1.2695
	56755	-1.2692
	56869	-1.2638
	54430	-1.2608
	56267	-1.2518
	54636	-1.2517
	54065	-1.2487
	54531	-1.2483
	54249	-1.2452
	56748	-1.2429
	50934	-1.2423
	58918	-1.2398
	59306	-1.2392
	54132	-1.2391
	54041	-1.2377
	54431	-1.2302
	56952	-1.2278
	53691	-1.2244
	54597	-1.2228
	54434	-1.218
	54424	-1.2161
	54412	-1.2159
	50939	-1.2123
	56649	-1.212
	54519	-1.2113
	54399	-1.21
	53585	-1.209
	59322	-1.2055
	56756	-1.2036
	53680	-1.2009
	54503	-1.1957
	54327	-1.1937
	53692	-1.1895
	54244	-1.1826
	54449	-1.1819
	56146	-1.1784
	59319	-1.1728
	58917	-1.1708
	54031	-1.1699
	54351	-1.1697
	59502	-1.1688
	54506	-1.1683
	54521	-1.1674
	54428	-1.1659
	59656	-1.1626
	56849	-1.1594
	53698	-1.1573
	56752	-1.1529
	54611	-1.1525
	54433	-1.1522
	59492	-1.1485
	54339	-1.1454
	59493	-1.1433
	54527	-1.143
	59321	-1.1422
	54517	-1.1376
	50928	-1.1351
	54259	-1.1336
	54499	-1.133
	54439	-1.1305
	53695	-1.1282
	59131	-1.1232
	56312	-1.123
	59500	-1.122
	50956	-1.115
	59313	-1.1131
	53694	-1.1092
	54398	-1.1021
	59316	-1.1
	54308	-1.0997
	56643	-1.0981
	56578	-1.0972
	50949	-1.0911
	56751	-1.0892
	56317	-1.0884
	53596	-1.0869
	50954	-1.0826
	56746	-1.0824
	54406	-1.0809
	54501	-1.0697
	50858	-1.06
	54510	-1.058
	59318	-1.0544
	56137	-1.0521
	59478	-1.0517
	52982	-1.0447
	54621	-1.0294
	54502	-1.0289
	54039	-1.0253
	56575	-1.0247
	54213	-1.0209
	54218	-1.0158
	56948	-1.0149
	56670	-1.0144
	54540	-1.0142
	54069	-1.0135
	54620	-1.0103
	54604	-1.0067
	54522	-1.0022
	54476	-0.9998
	56836	-0.9964
	59664	-0.9948
	54474	-0.9902
	56387	-0.9899
	58848	-0.9856
	54286	-0.9815
	54429	-0.9798
	54122	-0.9738
	59314	-0.9701
	56840	-0.9656
	54423	-0.9618
	56144	-0.9599
	56764	-0.956
	56172	-0.9555
	56580	-0.951
	56843	-0.945
	54525	-0.9436
	54274	-0.9424
	59315	-0.9394
	54047	-0.9373
	54475	-0.9368
	56441	-0.9318
	59127	-0.9311
	56443	-0.9258
	55472	-0.9235
	57883	-0.9233
	54157	-0.9195
	53689	-0.9171
	50950	-0.9152
	53693	-0.913
	54512	-0.9109
	53688	-0.9058
	54261	-0.9049
	58932	-0.9022
	53753	-0.8999
	54532	-0.8963
	54205	-0.8962
	56116	-0.8953
	54313	-0.8923
	59109	-0.8908
	56666	-0.8879
	56844	-0.8871
	54534	-0.8856
	59481	-0.884
	56763	-0.8802
	54507	-0.8751
	53699	-0.8733
	59303	-0.8717
	59480	-0.8715
	54320	-0.8676
	59324	-0.8653
	56184	-0.8619
	56128	-0.8606
	59297	-0.8565
