	57359	-2.67708
	54113	-2.67276
	57608	-2.59332
	52972	-2.49732
	57995	-2.35968
	57438	-2.32044
	59124	-2.28468
	57722	-2.2810799999999998
	54569	-2.24796
	56950	-2.21556
	58647	-2.13108
	57603	-2.0685599999999997
	58044	-2.05092
	50978	-2.05008
	57509	-2.04144
	54530	-2.03112
	54334	-2.02812
	59427	-2.01672
	57698	-2.00292
	57682	-1.9990799999999997
	56227	-1.9926
	59046	-1.96116
	50987	-1.9267199999999998
	51482	-1.90056
	54528	-1.8992399999999998
	57752	-1.8941999999999999
	59246	-1.8941999999999999
	54907	-1.87872
	54102	-1.86948
	57345	-1.86336
	51804	-1.8618000000000001
	54420	-1.8445199999999997
	57778	-1.8297599999999998
	58012	-1.8174
	59647	-1.8168
	52784	-1.81644
	51352	-1.8152399999999997
	57604	-1.79772
	54333	-1.7949599999999999
	58011	-1.7908799999999998
	59290	-1.7815199999999998
	54335	-1.7811599999999999
	51329	-1.76292
	57761	-1.76112
	54213	-1.75296
	51058	-1.7528400000000002
	57772	-1.7508000000000001
	57738	-1.73712
	54575	-1.73184
	51365	-1.7164799999999998
	58041	-1.68672
	57098	-1.68072
	54412	-1.6625999999999999
	59241	-1.65912
	57609	-1.6542000000000001
	57385	-1.64532
	58002	-1.6312799999999998
	54226	-1.6184399999999999
	57891	-1.61448
	53502	-1.5999599999999998
	54925	-1.5928799999999999
	54434	-1.59204
	58339	-1.59012
	57096	-1.58724
	54906	-1.5732
	56317	-1.56732
	51241	-1.5570000000000002
	54064	-1.55652
	58004	-1.5495599999999998
	57093	-1.5322799999999999
	54115	-1.52952
	58003	-1.52148
	59044	-1.5110400000000002
	54320	-1.4986799999999998
	51377	-1.49652
	57872	-1.49232
	54308	-1.4878799999999999
	59209	-1.4811599999999998
	57523	-1.4770800000000002
	59640	-1.4767199999999998
	54909	-1.4754
	57095	-1.4740799999999998
	53696	-1.47336
	57513	-1.47
	54039	-1.4685599999999999
	51328	-1.4672399999999999
	54596	-1.46592
	54915	-1.46544
	58269	-1.4643599999999999
	57511	-1.46352
	57089	-1.45428
	54662	-1.4465999999999999
	58433	-1.44624
	54430	-1.4398799999999998
	59419	-1.4380799999999998
	54622	-1.42872
	55228	-1.42872
	57671	-1.42404
	57099	-1.4137199999999999
	54324	-1.40748
	57720	-1.4068800000000001
	57506	-1.40472
	54917	-1.39896
	51886	-1.3970399999999998
